"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,2013-2023
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2.4
39540,"Racine, WI (Metropolitan Statistical Area)",0.1
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",2.2
39660,"Rapid City, SD (Metropolitan Statistical Area)",1.2
39740,"Reading, PA (Metropolitan Statistical Area)",0.4
39820,"Redding, CA (Metropolitan Statistical Area)",0.1
39900,"Reno, NV (Metropolitan Statistical Area)",1.4
40060,"Richmond, VA (Metropolitan Statistical Area) *",1.0
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",0.8
40220,"Roanoke, VA (Metropolitan Statistical Area) *",0.1
40340,"Rochester, MN (Metropolitan Statistical Area)",0.7
40380,"Rochester, NY (Metropolitan Statistical Area)",-0.1
40420,"Rockford, IL (Metropolitan Statistical Area)",-0.4
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",-0.3
40660,"Rome, GA (Metropolitan Statistical Area)",0.4
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",0.9
40980,"Saginaw, MI (Metropolitan Statistical Area)",-0.5
41060,"St. Cloud, MN (Metropolitan Statistical Area)",0.6
41100,"St. George, UT (Metropolitan Statistical Area)",3.3
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",-0.7
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",0.0
41420,"Salem, OR (Metropolitan Statistical Area)",0.9
41500,"Salinas, CA (Metropolitan Statistical Area)",0.1
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",1.6
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",1.0
41660,"San Angelo, TX (Metropolitan Statistical Area)",0.4
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",1.7
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",0.2
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",0.1
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",0.1
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",0.2
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",-0.3
42140,"Santa Fe, NM (Metropolitan Statistical Area)",0.5
